1	1.0
2	0.928493361762
3	0.590005912601
4	0.367727948686
5	0.200532731323
6	0.132227258882
7	0.0800888681848
8	0.0509379535234
9	0.0326925029414
10	0.0222349631806
11	0.0155579046698
12	0.01082185154
13	0.00791332963049
14	0.00582301614319
15	0.00432396275659
16	0.00335644622818
17	0.002657684291
18	0.00203059024481
19	0.00162447219584
20	0.00123029879538
21	0.000979461176906
22	0.000776402152426
23	0.000591260100693
24	0.000489730588453
25	0.000388201076213
26	0.000322505509469
27	0.000292643888222
28	0.000256809942725
29	0.000232920645728
30	0.000197086700231
31	0.000167225078984
32	0.000137363457737
33	0.000119446484989
34	9.55571879909e-05
35	6.56955667437e-05
36	4.1806269746e-05
37	2.98616212471e-05
38	2.98616212471e-05
39	2.38892969977e-05
40	1.79169727483e-05
41	1.79169727483e-05
42	1.79169727483e-05
43	1.19446484989e-05
